País,Número departamento,Departamento,Provincia,Número municipio,Municipio,Circunscripción,Localidad,Recinto,Número Mesa,Código Mesa,Elección,Inscritos,CC,FPV,MTS,UCS,MAS - IPSP,21F,PDC,MNR,PAN-BOL,Votos Válidos,Blancos,Nulos,Estado acta
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,Circunscripción Uninominal 44,Santa Cruz de la Sierra,Col. San Martin De Porres,70090,100320722340100632,Diputados Uninominales,228,57,1,1,6,26,59,11,8,0,169,21,2,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,,Santa Cruz de la Sierra,Col. San Martin De Porres,70091,100320722340100633,Presidente y Vicepresidente,234,128,0,1,2,42,8,12,3,0,196,0,5,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,Circunscripción Uninominal 44,Santa Cruz de la Sierra,Col. San Martin De Porres,70091,100320722340100633,Diputados Uninominales,234,57,3,1,3,32,66,12,9,0,183,13,5,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,,Santa Cruz de la Sierra,Col. San Martin De Porres,70092,100320722340100634,Presidente y Vicepresidente,243,114,0,0,0,57,14,15,5,1,206,1,5,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,Circunscripción Uninominal 44,Santa Cruz de la Sierra,Col. San Martin De Porres,70092,100320722340100634,Diputados Uninominales,243,59,2,1,5,42,62,14,5,0,190,18,4,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,,Santa Cruz de la Sierra,Esc. Rene Barrientos,70094,100320722340100202,Presidente y Vicepresidente,224,133,0,2,1,32,14,10,0,0,192,1,0,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,Circunscripción Uninominal 44,Santa Cruz de la Sierra,Esc. Rene Barrientos,70094,100320722340100202,Diputados Uninominales,224,57,1,2,14,18,79,9,4,0,184,9,0,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,,Santa Cruz de la Sierra,Esc. Rene Barrientos,70095,100320722340100203,Presidente y Vicepresidente,222,117,0,0,1,42,19,7,0,1,187,0,3,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,Circunscripción Uninominal 44,Santa Cruz de la Sierra,Esc. Rene Barrientos,70095,100320722340100203,Diputados Uninominales,222,55,0,0,4,33,75,9,0,0,176,12,2,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,,Santa Cruz de la Sierra,Esc. Rene Barrientos,70096,100320722340100204,Presidente y Vicepresidente,218,114,1,0,1,52,4,9,1,1,183,1,4,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,Circunscripción Uninominal 44,Santa Cruz de la Sierra,Esc. Rene Barrientos,70096,100320722340100204,Diputados Uninominales,218,47,3,3,5,52,52,11,2,0,175,9,4,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,,Santa Cruz de la Sierra,Col. Mirette Sciaroni,70115,100320722340100405,Presidente y Vicepresidente,220,136,0,0,3,19,19,7,0,0,184,0,3,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,Circunscripción Uninominal 44,Santa Cruz de la Sierra,Col. Mirette Sciaroni,70115,100320722340100405,Diputados Uninominales,220,71,0,0,6,13,67,10,2,0,169,14,4,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,,Santa Cruz de la Sierra,Col. Mirette Sciaroni,70116,100320722340100406,Presidente y Vicepresidente,224,159,0,0,2,11,13,5,0,0,190,0,8,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,Circunscripción Uninominal 44,Santa Cruz de la Sierra,Col. Mirette Sciaroni,70116,100320722340100406,Diputados Uninominales,224,57,1,1,9,8,94,11,2,0,183,7,8,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,,Santa Cruz de la Sierra,Esc. Aponte Tineo (Esc. Gregorio Moreno),70124,100320722340101502,Presidente y Vicepresidente,223,149,0,0,0,15,17,9,1,0,191,0,5,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,Circunscripción Uninominal 44,Santa Cruz de la Sierra,Esc. Aponte Tineo (Esc. Gregorio Moreno),70124,100320722340101502,Diputados Uninominales,223,61,1,0,12,11,90,6,5,0,186,9,1,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,,Santa Cruz de la Sierra,Col. La Madre,70151,100320722340100019,Presidente y Vicepresidente,219,124,0,2,0,32,17,13,1,0,189,0,5,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,Circunscripción Uninominal 44,Santa Cruz de la Sierra,Col. La Madre,70151,100320722340100019,Diputados Uninominales,219,64,1,4,8,20,66,9,3,0,175,16,3,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,,Santa Cruz de la Sierra,Col. La Madre,70152,100320722340100020,Presidente y Vicepresidente,228,122,0,0,0,51,10,17,2,2,204,0,2,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,Circunscripción Uninominal 44,Santa Cruz de la Sierra,Col. La Madre,70152,100320722340100020,Diputados Uninominales,228,57,0,2,7,39,52,16,5,0,178,24,4,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,,Santa Cruz de la Sierra,Gladys Rivero De Jimenez,70159,100320722340101005,Presidente y Vicepresidente,228,121,0,2,2,39,16,10,0,1,191,3,6,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,Circunscripción Uninominal 44,Santa Cruz de la Sierra,Gladys Rivero De Jimenez,70159,100320722340101005,Diputados Uninominales,228,72,4,3,6,34,55,10,2,0,186,10,4,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,,Santa Cruz de la Sierra,Gladys Rivero De Jimenez,70160,100320722340101006,Presidente y Vicepresidente,227,99,0,3,1,47,13,16,1,1,181,2,16,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,Circunscripción Uninominal 44,Santa Cruz de la Sierra,Gladys Rivero De Jimenez,70160,100320722340101006,Diputados Uninominales,227,59,2,4,6,33,38,14,8,0,164,21,14,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,,Santa Cruz de la Sierra,Gladys Rivero De Jimenez,70167,100320722340101013,Presidente y Vicepresidente,225,119,0,0,1,55,13,10,0,0,198,0,6,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,Circunscripción Uninominal 44,Santa Cruz de la Sierra,Gladys Rivero De Jimenez,70167,100320722340101013,Diputados Uninominales,225,56,1,2,4,41,65,11,1,0,181,19,4,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,,Santa Cruz de la Sierra,Gladys Rivero De Jimenez,70171,100320722340101017,Presidente y Vicepresidente,221,126,0,1,3,36,10,18,0,2,196,1,5,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,Circunscripción Uninominal 44,Santa Cruz de la Sierra,Gladys Rivero De Jimenez,70171,100320722340101017,Diputados Uninominales,221,61,3,4,7,31,62,14,1,0,183,16,3,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,,Santa Cruz de la Sierra,Modulo Educativo Jose Miguel De Velasco,70197,100320722340100309,Presidente y Vicepresidente,223,152,0,0,1,25,15,5,0,1,199,1,2,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,Circunscripción Uninominal 44,Santa Cruz de la Sierra,Modulo Educativo Jose Miguel De Velasco,70197,100320722340100309,Diputados Uninominales,223,67,1,0,12,20,83,5,0,0,188,14,0,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,,Santa Cruz de la Sierra,Modulo Educativo Jose Miguel De Velasco,70198,100320722340100310,Presidente y Vicepresidente,225,162,0,0,0,17,15,3,0,0,197,0,3,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,Circunscripción Uninominal 44,Santa Cruz de la Sierra,Modulo Educativo Jose Miguel De Velasco,70198,100320722340100310,Diputados Uninominales,225,68,0,1,10,12,83,5,7,0,186,12,2,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,,Santa Cruz de la Sierra,Modulo Educativo Jose Miguel De Velasco,70200,100320722340100312,Presidente y Vicepresidente,226,146,0,1,1,18,10,10,2,0,188,1,1,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,Circunscripción Uninominal 44,Santa Cruz de la Sierra,Modulo Educativo Jose Miguel De Velasco,70200,100320722340100312,Diputados Uninominales,226,52,1,1,6,8,98,9,5,0,180,9,1,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,,Santa Cruz de la Sierra,Modulo Educativo Jose Miguel De Velasco,70201,100320722340100313,Presidente y Vicepresidente,223,140,0,0,0,21,16,8,3,1,189,0,3,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,Circunscripción Uninominal 44,Santa Cruz de la Sierra,Modulo Educativo Jose Miguel De Velasco,70201,100320722340100313,Diputados Uninominales,223,77,1,1,4,14,71,8,4,0,180,8,4,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,,Santa Cruz de la Sierra,Modulo Educativo Jose Miguel De Velasco,70202,100320722340100314,Presidente y Vicepresidente,224,152,0,0,4,16,13,4,1,0,190,2,5,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,Circunscripción Uninominal 44,Santa Cruz de la Sierra,Modulo Educativo Jose Miguel De Velasco,70202,100320722340100314,Diputados Uninominales,224,64,1,0,9,12,87,5,3,0,181,12,4,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,,Santa Cruz de la Sierra,Modulo Educativo Jose Miguel De Velasco,70204,100320722340100316,Presidente y Vicepresidente,220,137,0,0,0,23,12,8,0,0,180,2,4,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,Circunscripción Uninominal 44,Santa Cruz de la Sierra,Modulo Educativo Jose Miguel De Velasco,70204,100320722340100316,Diputados Uninominales,220,60,1,1,12,21,61,10,6,0,172,14,0,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,,Santa Cruz de la Sierra,Modulo Educativo Jose Miguel De Velasco,70205,100320722340100317,Presidente y Vicepresidente,224,143,0,0,0,22,21,6,0,0,192,0,2,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,Circunscripción Uninominal 44,Santa Cruz de la Sierra,Modulo Educativo Jose Miguel De Velasco,70205,100320722340100317,Diputados Uninominales,224,56,1,1,8,19,86,7,3,0,181,12,1,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,,Santa Cruz de la Sierra,Modulo Educativo Jose Miguel De Velasco,70206,100320722340100318,Presidente y Vicepresidente,218,141,0,0,0,20,19,7,0,1,188,1,7,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,Circunscripción Uninominal 44,Santa Cruz de la Sierra,Modulo Educativo Jose Miguel De Velasco,70206,100320722340100318,Diputados Uninominales,218,64,0,0,11,17,72,7,5,0,176,17,3,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,,Santa Cruz de la Sierra,Modulo Educativo Jose Miguel De Velasco,70207,100320722340100319,Presidente y Vicepresidente,221,149,0,0,0,14,15,7,1,0,186,2,9,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,Circunscripción Uninominal 44,Santa Cruz de la Sierra,Modulo Educativo Jose Miguel De Velasco,70207,100320722340100319,Diputados Uninominales,221,70,0,0,5,14,71,5,12,0,177,14,6,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,,Santa Cruz de la Sierra,Modulo Educativo Jose Miguel De Velasco,70210,100320722340100322,Presidente y Vicepresidente,221,138,0,0,2,28,10,5,0,1,184,0,2,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,Circunscripción Uninominal 44,Santa Cruz de la Sierra,Modulo Educativo Jose Miguel De Velasco,70210,100320722340100322,Diputados Uninominales,221,61,2,0,7,20,70,9,3,0,172,10,4,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,,Santa Cruz de la Sierra,Modulo Educativo Jose Miguel De Velasco,70211,100320722340100323,Presidente y Vicepresidente,87,46,0,0,1,10,8,6,0,0,71,2,1,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,Circunscripción Uninominal 44,Santa Cruz de la Sierra,Modulo Educativo Jose Miguel De Velasco,70211,100320722340100323,Diputados Uninominales,87,23,0,0,2,8,22,5,4,0,64,10,0,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,,Santa Cruz de la Sierra,Escuela San Carlos,70220,100320722340101209,Presidente y Vicepresidente,228,143,0,0,2,25,18,9,0,0,197,0,3,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,Circunscripción Uninominal 44,Santa Cruz de la Sierra,Escuela San Carlos,70220,100320722340101209,Diputados Uninominales,228,64,0,1,8,22,81,6,2,0,184,16,0,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,,Santa Cruz de la Sierra,Escuela San Carlos,70223,100320722340101212,Presidente y Vicepresidente,224,159,0,0,1,13,16,5,1,1,196,1,3,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,Circunscripción Uninominal 44,Santa Cruz de la Sierra,Escuela San Carlos,70223,100320722340101212,Diputados Uninominales,224,69,0,0,9,8,91,7,3,0,187,11,2,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,,Santa Cruz de la Sierra,Escuela San Carlos,70224,100320722340101213,Presidente y Vicepresidente,219,140,0,0,1,18,20,5,0,0,184,2,1,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,Circunscripción Uninominal 44,Santa Cruz de la Sierra,Escuela San Carlos,70224,100320722340101213,Diputados Uninominales,219,56,0,1,4,14,85,9,3,0,172,14,1,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,,Santa Cruz de la Sierra,Escuela San Carlos,70226,100320722340101215,Presidente y Vicepresidente,184,117,0,0,0,23,11,5,1,1,158,1,2,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,Circunscripción Uninominal 44,Santa Cruz de la Sierra,Escuela San Carlos,70226,100320722340101215,Diputados Uninominales,184,46,2,0,0,17,70,6,6,0,147,12,2,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,,Santa Cruz de la Sierra,Esc. Villa Norte,70227,100320722340500601,Presidente y Vicepresidente,226,154,0,0,0,23,10,8,2,0,197,1,5,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,Circunscripción Uninominal 44,Santa Cruz de la Sierra,Esc. Villa Norte,70227,100320722340500601,Diputados Uninominales,226,68,3,0,12,15,73,12,5,0,188,14,1,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,,Santa Cruz de la Sierra,Esc. Villa Norte,70230,100320722340500604,Presidente y Vicepresidente,223,138,0,0,3,33,13,5,1,0,193,1,6,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,Circunscripción Uninominal 44,Santa Cruz de la Sierra,Esc. Villa Norte,70230,100320722340500604,Diputados Uninominales,223,66,2,0,8,25,73,3,2,0,179,20,1,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,,Santa Cruz de la Sierra,Esc. Villa Norte,70231,100320722340500605,Presidente y Vicepresidente,223,157,0,0,1,21,19,3,0,0,201,1,1,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,Circunscripción Uninominal 44,Santa Cruz de la Sierra,Esc. Villa Norte,70231,100320722340500605,Diputados Uninominales,223,57,7,0,13,15,86,5,2,0,185,18,0,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,,Santa Cruz de la Sierra,Col. Virgen De Cotoca,70244,100320722340500709,Presidente y Vicepresidente,222,149,0,0,1,15,13,3,2,0,183,4,1,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,Circunscripción Uninominal 44,Santa Cruz de la Sierra,Col. Virgen De Cotoca,70244,100320722340500709,Diputados Uninominales,222,78,2,0,3,12,66,5,7,0,173,13,2,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,,Santa Cruz de la Sierra,Col. Virgen De Cotoca,70245,100320722340500710,Presidente y Vicepresidente,226,137,0,0,0,16,18,13,5,0,189,0,3,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,Circunscripción Uninominal 44,Santa Cruz de la Sierra,Col. Virgen De Cotoca,70245,100320722340500710,Diputados Uninominales,226,71,1,0,11,15,62,9,9,0,178,13,1,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,,Santa Cruz de la Sierra,Col. Virgen De Cotoca,70246,100320722340500711,Presidente y Vicepresidente,224,163,1,0,2,17,17,4,1,0,205,0,6,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,Circunscripción Uninominal 44,Santa Cruz de la Sierra,Col. Virgen De Cotoca,70246,100320722340500711,Diputados Uninominales,224,94,1,0,12,14,73,4,1,0,199,9,3,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,,Santa Cruz de la Sierra,Col. Virgen De Cotoca,70247,100320722340500712,Presidente y Vicepresidente,230,130,0,0,1,36,19,10,1,0,197,0,6,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,Circunscripción Uninominal 44,Santa Cruz de la Sierra,Col. Virgen De Cotoca,70247,100320722340500712,Diputados Uninominales,230,69,0,1,8,28,61,11,4,0,182,20,1,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,,Santa Cruz de la Sierra,Col. Virgen De Cotoca,70248,100320722340500713,Presidente y Vicepresidente,230,153,0,0,3,19,19,7,1,0,202,0,2,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,Circunscripción Uninominal 44,Santa Cruz de la Sierra,Col. Virgen De Cotoca,70248,100320722340500713,Diputados Uninominales,230,80,0,0,6,14,73,3,3,0,179,19,6,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,,Santa Cruz de la Sierra,Col. Virgen De Cotoca,70249,100320722340500714,Presidente y Vicepresidente,223,145,0,0,2,14,21,11,2,0,195,2,7,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,Circunscripción Uninominal 44,Santa Cruz de la Sierra,Col. Virgen De Cotoca,70249,100320722340500714,Diputados Uninominales,223,62,0,1,10,10,91,11,2,0,187,14,3,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,,Santa Cruz de la Sierra,Col. Virgen De Cotoca,70250,100320722340500715,Presidente y Vicepresidente,218,142,0,1,0,16,19,7,2,0,187,1,6,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,Circunscripción Uninominal 44,Santa Cruz de la Sierra,Col. Virgen De Cotoca,70250,100320722340500715,Diputados Uninominales,218,57,2,1,7,11,88,6,5,0,177,12,5,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,,Santa Cruz de la Sierra,Col. Virgen De Cotoca,70251,100320722340500716,Presidente y Vicepresidente,198,130,1,0,2,15,10,12,1,0,171,1,5,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,Circunscripción Uninominal 44,Santa Cruz de la Sierra,Col. Virgen De Cotoca,70251,100320722340500716,Diputados Uninominales,198,70,1,1,4,13,57,13,1,0,160,14,3,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,,Santa Cruz de la Sierra,Unidad Educativa San Jorge Norte,70252,100320722341103301,Presidente y Vicepresidente,229,145,0,0,0,28,20,13,3,0,209,0,3,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,Circunscripción Uninominal 44,Santa Cruz de la Sierra,Unidad Educativa San Jorge Norte,70252,100320722341103301,Diputados Uninominales,229,58,2,0,8,25,88,15,4,0,200,9,3,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,,Santa Cruz de la Sierra,Unidad Educativa San Jorge Norte,70253,100320722341103302,Presidente y Vicepresidente,230,149,0,0,2,28,17,7,1,1,205,0,2,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,Circunscripción Uninominal 44,Santa Cruz de la Sierra,Unidad Educativa San Jorge Norte,70253,100320722341103302,Diputados Uninominales,230,78,3,0,1,24,68,11,5,0,190,16,1,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,,Santa Cruz de la Sierra,Unidad Educativa San Jorge Norte,70254,100320722341103303,Presidente y Vicepresidente,220,121,0,0,0,30,19,7,2,0,179,2,5,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,Circunscripción Uninominal 44,Santa Cruz de la Sierra,Unidad Educativa San Jorge Norte,70254,100320722341103303,Diputados Uninominales,220,61,1,0,2,22,63,4,4,0,157,22,7,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,,Santa Cruz de la Sierra,Unidad Educativa San Jorge Norte,70255,100320722341103304,Presidente y Vicepresidente,224,146,0,0,2,30,16,10,0,0,204,0,5,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,Circunscripción Uninominal 44,Santa Cruz de la Sierra,Unidad Educativa San Jorge Norte,70255,100320722341103304,Diputados Uninominales,224,83,0,0,4,25,65,6,4,0,187,19,3,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,,Santa Cruz de la Sierra,U.E. Santa Ana,70264,100320722342566901,Presidente y Vicepresidente,238,169,0,0,0,20,13,11,2,0,215,2,6,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,Circunscripción Uninominal 44,Santa Cruz de la Sierra,U.E. Santa Ana,70264,100320722342566901,Diputados Uninominales,238,79,3,0,3,13,89,9,9,0,205,15,3,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,,Santa Cruz de la Sierra,U.E. Santa Ana,70265,100320722342566902,Presidente y Vicepresidente,233,158,0,0,0,23,19,12,1,1,214,2,6,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,Circunscripción Uninominal 44,Santa Cruz de la Sierra,U.E. Santa Ana,70265,100320722342566902,Diputados Uninominales,233,72,1,1,8,19,86,14,3,0,204,14,4,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,,Santa Cruz de la Sierra,U.E. Santa Ana,70266,100320722342566903,Presidente y Vicepresidente,156,103,0,0,0,21,10,3,1,1,139,0,2,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,Circunscripción Uninominal 44,Santa Cruz de la Sierra,U.E. Santa Ana,70266,100320722342566903,Diputados Uninominales,156,56,2,0,4,17,50,1,3,0,133,8,0,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,,Santa Cruz de la Sierra,Esc. German Busch,70268,100320722340500202,Presidente y Vicepresidente,228,161,2,0,1,15,14,2,1,0,196,2,8,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,Circunscripción Uninominal 44,Santa Cruz de la Sierra,Esc. German Busch,70268,100320722340500202,Diputados Uninominales,228,91,3,0,5,10,67,5,8,0,189,12,5,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,,Santa Cruz de la Sierra,Esc. German Busch,70272,100320722340500206,Presidente y Vicepresidente,217,141,0,0,1,16,17,7,0,0,182,1,7,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,Circunscripción Uninominal 44,Santa Cruz de la Sierra,Esc. German Busch,70272,100320722340500206,Diputados Uninominales,217,70,2,0,17,13,56,9,4,0,171,16,3,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,,Santa Cruz de la Sierra,Esc. German Busch,70273,100320722340500207,Presidente y Vicepresidente,229,154,0,0,1,16,15,9,0,0,195,1,5,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,Circunscripción Uninominal 44,Santa Cruz de la Sierra,Esc. German Busch,70273,100320722340500207,Diputados Uninominales,229,73,4,1,13,12,64,14,13,0,184,13,4,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,,Santa Cruz de la Sierra,Esc. German Busch,70275,100320722340500209,Presidente y Vicepresidente,221,135,0,0,1,28,17,4,0,1,186,3,9,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,Circunscripción Uninominal 44,Santa Cruz de la Sierra,Esc. German Busch,70275,100320722340500209,Diputados Uninominales,221,67,1,0,13,18,65,3,6,0,173,20,5,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,,Santa Cruz de la Sierra,Esc. German Busch,70276,100320722340500210,Presidente y Vicepresidente,227,138,0,0,4,18,23,13,2,0,198,1,1,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,Circunscripción Uninominal 44,Santa Cruz de la Sierra,Esc. German Busch,70276,100320722340500210,Diputados Uninominales,227,64,1,0,11,16,73,11,2,0,178,21,1,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,,Santa Cruz de la Sierra,Esc. German Busch,70277,100320722340500211,Presidente y Vicepresidente,226,150,0,0,0,20,16,9,2,0,197,3,1,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,Circunscripción Uninominal 44,Santa Cruz de la Sierra,Esc. German Busch,70277,100320722340500211,Diputados Uninominales,226,75,2,0,7,20,71,9,2,0,186,15,0,Computada
Bolivia,7,Santa Cruz,Andres Ibañez,1,Santa Cruz de La Sierra,,Santa Cruz de la Sierra,Esc. German Busch,70278,100320722340500212,Presidente y Vicepresidente,227,143,0,0,0,23,19,7,4,0,196,1,7,Computada
